	Gene name	Gene	Tissue	Cell type	Level	Reliability
8992	AKT1	ENSG00000142208	bronchus	respiratory epithelial cells	High	Supported
8993	AKT1	ENSG00000142208	caudate	glial cells	Medium	Supported
8994	AKT1	ENSG00000142208	caudate	neuronal cells	Medium	Supported
8995	AKT1	ENSG00000142208	cerebellum	cells in granular layer	High	Supported
8996	AKT1	ENSG00000142208	cerebellum	cells in molecular layer	High	Supported
8997	AKT1	ENSG00000142208	cerebellum	Purkinje cells	Low	Supported
8998	AKT1	ENSG00000142208	cerebral cortex	endothelial cells	Medium	Supported
8999	AKT1	ENSG00000142208	cerebral cortex	glial cells	Medium	Supported
9000	AKT1	ENSG00000142208	cerebral cortex	neuronal cells	High	Supported
9001	AKT1	ENSG00000142208	cerebral cortex	neuropil	Not detected	Supported
9002	AKT1	ENSG00000142208	cervix, uterine	glandular cells	High	Supported
9003	AKT1	ENSG00000142208	cervix, uterine	squamous epithelial cells	Medium	Supported
9004	AKT1	ENSG00000142208	colon	endothelial cells	Medium	Supported
9005	AKT1	ENSG00000142208	colon	glandular cells	High	Supported
9006	AKT1	ENSG00000142208	colon	peripheral nerve/ganglion	Medium	Supported
9007	AKT1	ENSG00000142208	duodenum	glandular cells	High	Supported
9008	AKT1	ENSG00000142208	endometrium 1	cells in endometrial stroma	High	Supported
9009	AKT1	ENSG00000142208	endometrium 1	glandular cells	High	Supported
9010	AKT1	ENSG00000142208	endometrium 2	cells in endometrial stroma	High	Supported
9011	AKT1	ENSG00000142208	endometrium 2	glandular cells	High	Supported
9012	AKT1	ENSG00000142208	epididymis	glandular cells	High	Supported
9013	AKT1	ENSG00000142208	esophagus	squamous epithelial cells	Medium	Supported
9014	AKT1	ENSG00000142208	fallopian tube	glandular cells	High	Supported
9015	AKT1	ENSG00000142208	gallbladder	glandular cells	High	Supported
9016	AKT1	ENSG00000142208	heart muscle	cardiomyocytes	Medium	Supported
9017	AKT1	ENSG00000142208	hippocampus	glial cells	Medium	Supported
9018	AKT1	ENSG00000142208	hippocampus	neuronal cells	High	Supported
9019	AKT1	ENSG00000142208	kidney	cells in glomeruli	Medium	Supported
9020	AKT1	ENSG00000142208	kidney	cells in tubules	Medium	Supported
9021	AKT1	ENSG00000142208	liver	cholangiocytes	High	Supported
9022	AKT1	ENSG00000142208	liver	hepatocytes	Low	Supported
9023	AKT1	ENSG00000142208	lung	alveolar cells	High	Supported
9024	AKT1	ENSG00000142208	lung	macrophages	Medium	Supported
9025	AKT1	ENSG00000142208	lymph node	germinal center cells	High	Supported
9026	AKT1	ENSG00000142208	lymph node	non-germinal center cells	High	Supported
9027	AKT1	ENSG00000142208	nasopharynx	respiratory epithelial cells	High	Supported
9028	AKT1	ENSG00000142208	oral mucosa	squamous epithelial cells	Medium	Supported
9029	AKT1	ENSG00000142208	ovary	follicle cells	High	Supported
9030	AKT1	ENSG00000142208	ovary	ovarian stroma cells	High	Supported
9031	AKT1	ENSG00000142208	pancreas	exocrine glandular cells	High	Supported
9032	AKT1	ENSG00000142208	pancreas	pancreatic endocrine cells	High	Supported
9033	AKT1	ENSG00000142208	parathyroid gland	glandular cells	Medium	Supported
9034	AKT1	ENSG00000142208	placenta	decidual cells	High	Supported
9035	AKT1	ENSG00000142208	placenta	trophoblastic cells	High	Supported
9036	AKT1	ENSG00000142208	prostate	glandular cells	Medium	Supported
9037	AKT1	ENSG00000142208	rectum	glandular cells	High	Supported
9038	AKT1	ENSG00000142208	salivary gland	glandular cells	Low	Supported
9039	AKT1	ENSG00000142208	seminal vesicle	glandular cells	High	Supported
9040	AKT1	ENSG00000142208	skeletal muscle	myocytes	Low	Supported
9041	AKT1	ENSG00000142208	skin 1	fibroblasts	High	Supported
9042	AKT1	ENSG00000142208	skin 1	keratinocytes	High	Supported
9043	AKT1	ENSG00000142208	skin 1	Langerhans	High	Supported
9044	AKT1	ENSG00000142208	skin 1	melanocytes	High	Supported
9045	AKT1	ENSG00000142208	skin 2	epidermal cells	Medium	Supported
9046	AKT1	ENSG00000142208	small intestine	glandular cells	Medium	Supported
9047	AKT1	ENSG00000142208	smooth muscle	smooth muscle cells	Medium	Supported
9048	AKT1	ENSG00000142208	soft tissue 1	fibroblasts	Medium	Supported
9049	AKT1	ENSG00000142208	soft tissue 2	fibroblasts	Medium	Supported
9050	AKT1	ENSG00000142208	spleen	cells in red pulp	Medium	Supported
9051	AKT1	ENSG00000142208	spleen	cells in white pulp	Medium	Supported
9052	AKT1	ENSG00000142208	stomach 1	glandular cells	Medium	Supported
9053	AKT1	ENSG00000142208	stomach 2	glandular cells	Medium	Supported
9054	AKT1	ENSG00000142208	testis	elongated or late spermatids	High	Supported
9055	AKT1	ENSG00000142208	testis	Leydig cells	Medium	Supported
9056	AKT1	ENSG00000142208	testis	pachytene spermatocytes	Medium	Supported
9057	AKT1	ENSG00000142208	testis	peritubular cells	Medium	Supported
9058	AKT1	ENSG00000142208	testis	preleptotene spermatocytes	Medium	Supported
9059	AKT1	ENSG00000142208	testis	round or early spermatids	High	Supported
9060	AKT1	ENSG00000142208	testis	sertoli cells	High	Supported
9061	AKT1	ENSG00000142208	testis	spermatogonia cells	Medium	Supported
9062	AKT1	ENSG00000142208	thyroid gland	glandular cells	Medium	Supported
9063	AKT1	ENSG00000142208	tonsil	germinal center cells	High	Supported
9064	AKT1	ENSG00000142208	tonsil	non-germinal center cells	High	Supported
9065	AKT1	ENSG00000142208	tonsil	squamous epithelial cells	Medium	Supported
9066	AKT1	ENSG00000142208	urinary bladder	urothelial cells	High	Supported
9067	AKT1	ENSG00000142208	vagina	squamous epithelial cells	Medium	Supported
9068	ZNF350	ENSG00000256683	adipose tissue	adipocytes	Not detected	Uncertain
9069	ZNF350	ENSG00000256683	adrenal gland	glandular cells	Not detected	Uncertain
9070	ZNF350	ENSG00000256683	appendix	glandular cells	Low	Uncertain
9071	ZNF350	ENSG00000256683	appendix	lymphoid tissue	High	Uncertain
9072	ZNF350	ENSG00000256683	bone marrow	hematopoietic cells	Low	Uncertain
9073	ZNF350	ENSG00000256683	breast	adipocytes	Not detected	Uncertain
9074	ZNF350	ENSG00000256683	breast	glandular cells	Low	Uncertain
9075	ZNF350	ENSG00000256683	breast	myoepithelial cells	Low	Uncertain
9076	ZNF350	ENSG00000256683	bronchus	respiratory epithelial cells	Medium	Uncertain
9077	ZNF350	ENSG00000256683	caudate	glial cells	Not detected	Uncertain
9078	ZNF350	ENSG00000256683	caudate	neuronal cells	Not detected	Uncertain
9079	ZNF350	ENSG00000256683	cerebellum	cells in granular layer	Not detected	Uncertain
9080	ZNF350	ENSG00000256683	cerebellum	cells in molecular layer	Not detected	Uncertain
9081	ZNF350	ENSG00000256683	cerebellum	Purkinje cells	Low	Uncertain
9082	ZNF350	ENSG00000256683	cerebral cortex	endothelial cells	Medium	Uncertain
9083	ZNF350	ENSG00000256683	cerebral cortex	glial cells	Not detected	Uncertain
9084	ZNF350	ENSG00000256683	cerebral cortex	neuronal cells	Not detected	Uncertain
9085	ZNF350	ENSG00000256683	cerebral cortex	neuropil	Not detected	Uncertain
9086	ZNF350	ENSG00000256683	cervix, uterine	glandular cells	Low	Uncertain
9087	ZNF350	ENSG00000256683	cervix, uterine	squamous epithelial cells	Not detected	Uncertain
9088	ZNF350	ENSG00000256683	colon	endothelial cells	Medium	Uncertain
9089	ZNF350	ENSG00000256683	colon	glandular cells	Low	Uncertain
9090	ZNF350	ENSG00000256683	colon	peripheral nerve/ganglion	Medium	Uncertain
9091	ZNF350	ENSG00000256683	duodenum	glandular cells	Low	Uncertain
9092	ZNF350	ENSG00000256683	endometrium 1	cells in endometrial stroma	Not detected	Uncertain
9093	ZNF350	ENSG00000256683	endometrium 1	glandular cells	Not detected	Uncertain
9094	ZNF350	ENSG00000256683	endometrium 2	cells in endometrial stroma	Not detected	Uncertain
9095	ZNF350	ENSG00000256683	endometrium 2	glandular cells	Not detected	Uncertain
9096	ZNF350	ENSG00000256683	epididymis	glandular cells	Low	Uncertain
9097	ZNF350	ENSG00000256683	esophagus	squamous epithelial cells	Not detected	Uncertain
9098	ZNF350	ENSG00000256683	fallopian tube	glandular cells	Low	Uncertain
9099	ZNF350	ENSG00000256683	gallbladder	glandular cells	Low	Uncertain
9100	ZNF350	ENSG00000256683	heart muscle	cardiomyocytes	Not detected	Uncertain
9101	ZNF350	ENSG00000256683	hippocampus	glial cells	Not detected	Uncertain
9102	ZNF350	ENSG00000256683	hippocampus	neuronal cells	Not detected	Uncertain
9103	ZNF350	ENSG00000256683	kidney	cells in glomeruli	Not detected	Uncertain
9104	ZNF350	ENSG00000256683	kidney	cells in tubules	Low	Uncertain
9105	ZNF350	ENSG00000256683	liver	cholangiocytes	Not detected	Uncertain
9106	ZNF350	ENSG00000256683	liver	hepatocytes	Not detected	Uncertain
9107	ZNF350	ENSG00000256683	lung	alveolar cells	Not detected	Uncertain
9108	ZNF350	ENSG00000256683	lung	macrophages	Not detected	Uncertain
9109	ZNF350	ENSG00000256683	lymph node	germinal center cells	Medium	Uncertain
9110	ZNF350	ENSG00000256683	lymph node	non-germinal center cells	Medium	Uncertain
9111	ZNF350	ENSG00000256683	nasopharynx	respiratory epithelial cells	Low	Uncertain
9112	ZNF350	ENSG00000256683	oral mucosa	squamous epithelial cells	Not detected	Uncertain
9113	ZNF350	ENSG00000256683	ovary	follicle cells	Not detected	Uncertain
9114	ZNF350	ENSG00000256683	ovary	ovarian stroma cells	Not detected	Uncertain
9115	ZNF350	ENSG00000256683	pancreas	exocrine glandular cells	Low	Uncertain
9116	ZNF350	ENSG00000256683	parathyroid gland	glandular cells	Medium	Uncertain
9117	ZNF350	ENSG00000256683	placenta	decidual cells	Low	Uncertain
9118	ZNF350	ENSG00000256683	placenta	trophoblastic cells	Low	Uncertain
9119	ZNF350	ENSG00000256683	prostate	glandular cells	Medium	Uncertain
9120	ZNF350	ENSG00000256683	rectum	glandular cells	Low	Uncertain
9121	ZNF350	ENSG00000256683	salivary gland	glandular cells	Not detected	Uncertain
9122	ZNF350	ENSG00000256683	seminal vesicle	glandular cells	Low	Uncertain
9123	ZNF350	ENSG00000256683	skeletal muscle	myocytes	Medium	Uncertain
9124	ZNF350	ENSG00000256683	skin 1	fibroblasts	Medium	Uncertain
9125	ZNF350	ENSG00000256683	skin 1	keratinocytes	Not detected	Uncertain
9126	ZNF350	ENSG00000256683	skin 1	Langerhans	Not detected	Uncertain
9127	ZNF350	ENSG00000256683	skin 1	melanocytes	Not detected	Uncertain
9128	ZNF350	ENSG00000256683	skin 2	epidermal cells	Medium	Uncertain
9129	ZNF350	ENSG00000256683	small intestine	glandular cells	Low	Uncertain
9130	ZNF350	ENSG00000256683	smooth muscle	smooth muscle cells	Medium	Uncertain
9131	ZNF350	ENSG00000256683	soft tissue 1	chondrocytes	Low	Uncertain
9132	ZNF350	ENSG00000256683	soft tissue 1	fibroblasts	Medium	Uncertain
9133	ZNF350	ENSG00000256683	soft tissue 2	fibroblasts	Not detected	Uncertain
9134	ZNF350	ENSG00000256683	spleen	cells in red pulp	Low	Uncertain
9135	ZNF350	ENSG00000256683	spleen	cells in white pulp	Medium	Uncertain
9136	ZNF350	ENSG00000256683	stomach 1	glandular cells	Low	Uncertain
9137	ZNF350	ENSG00000256683	stomach 2	glandular cells	Low	Uncertain
9138	ZNF350	ENSG00000256683	testis	cells in seminiferous ducts	Medium	Uncertain
9139	ZNF350	ENSG00000256683	testis	Leydig cells	Low	Uncertain
9140	ZNF350	ENSG00000256683	thyroid gland	glandular cells	Low	Uncertain
9141	ZNF350	ENSG00000256683	tonsil	germinal center cells	Medium	Uncertain
9142	ZNF350	ENSG00000256683	tonsil	non-germinal center cells	Medium	Uncertain
9143	ZNF350	ENSG00000256683	tonsil	squamous epithelial cells	Not detected	Uncertain
9144	ZNF350	ENSG00000256683	urinary bladder	urothelial cells	Low	Uncertain
9145	ZNF350	ENSG00000256683	vagina	squamous epithelial cells	Not detected	Uncertain
9146	AKT2	ENSG00000105221	adipose tissue	adipocytes	Medium	Uncertain
9147	AKT2	ENSG00000105221	adrenal gland	glandular cells	High	Uncertain
9148	AKT2	ENSG00000105221	bone marrow	hematopoietic cells	Low	Uncertain
9149	AKT2	ENSG00000105221	breast	adipocytes	Medium	Uncertain
9150	AKT2	ENSG00000105221	breast	glandular cells	High	Uncertain
9151	AKT2	ENSG00000105221	breast	myoepithelial cells	High	Uncertain
9152	AKT2	ENSG00000105221	bronchus	respiratory epithelial cells	Medium	Uncertain
9153	AKT2	ENSG00000105221	caudate	glial cells	High	Uncertain
9154	AKT2	ENSG00000105221	caudate	neuronal cells	High	Uncertain
9155	AKT2	ENSG00000105221	cerebellum	cells in granular layer	Medium	Uncertain
9156	AKT2	ENSG00000105221	cerebellum	cells in molecular layer	Medium	Uncertain
9157	AKT2	ENSG00000105221	cerebellum	Purkinje cells	High	Uncertain
9158	AKT2	ENSG00000105221	cerebral cortex	endothelial cells	High	Uncertain
9159	AKT2	ENSG00000105221	cerebral cortex	glial cells	Medium	Uncertain
9160	AKT2	ENSG00000105221	cerebral cortex	neuronal cells	High	Uncertain
9161	AKT2	ENSG00000105221	cerebral cortex	neuropil	Not detected	Uncertain
9162	AKT2	ENSG00000105221	cervix, uterine	glandular cells	Low	Uncertain
9163	AKT2	ENSG00000105221	cervix, uterine	squamous epithelial cells	Not detected	Uncertain
9164	AKT2	ENSG00000105221	colon	endothelial cells	Not detected	Uncertain
9165	AKT2	ENSG00000105221	colon	glandular cells	Not detected	Uncertain
9166	AKT2	ENSG00000105221	colon	peripheral nerve/ganglion	Medium	Uncertain
9167	AKT2	ENSG00000105221	duodenum	glandular cells	Low	Uncertain
9168	AKT2	ENSG00000105221	endometrium 1	cells in endometrial stroma	Low	Uncertain
9169	AKT2	ENSG00000105221	endometrium 1	glandular cells	Medium	Uncertain
9170	AKT2	ENSG00000105221	endometrium 2	cells in endometrial stroma	Medium	Uncertain
9171	AKT2	ENSG00000105221	endometrium 2	glandular cells	Medium	Uncertain
9172	AKT2	ENSG00000105221	epididymis	glandular cells	High	Uncertain
9173	AKT2	ENSG00000105221	esophagus	squamous epithelial cells	Low	Uncertain
9174	AKT2	ENSG00000105221	fallopian tube	glandular cells	Medium	Uncertain
9175	AKT2	ENSG00000105221	gallbladder	glandular cells	High	Uncertain
9176	AKT2	ENSG00000105221	heart muscle	cardiomyocytes	Not detected	Uncertain
9177	AKT2	ENSG00000105221	hippocampus	glial cells	Medium	Uncertain
9178	AKT2	ENSG00000105221	hippocampus	neuronal cells	High	Uncertain
9179	AKT2	ENSG00000105221	kidney	cells in glomeruli	Low	Uncertain
9180	AKT2	ENSG00000105221	kidney	cells in tubules	Medium	Uncertain
9181	AKT2	ENSG00000105221	liver	cholangiocytes	Medium	Uncertain
9182	AKT2	ENSG00000105221	liver	hepatocytes	Low	Uncertain
9183	AKT2	ENSG00000105221	lung	alveolar cells	Not detected	Uncertain
9184	AKT2	ENSG00000105221	lung	macrophages	High	Uncertain
9185	AKT2	ENSG00000105221	lymph node	germinal center cells	Medium	Uncertain
9186	AKT2	ENSG00000105221	lymph node	non-germinal center cells	High	Uncertain
9187	AKT2	ENSG00000105221	nasopharynx	respiratory epithelial cells	High	Uncertain
9188	AKT2	ENSG00000105221	oral mucosa	squamous epithelial cells	Medium	Uncertain
9189	AKT2	ENSG00000105221	ovary	ovarian stroma cells	Low	Uncertain
9190	AKT2	ENSG00000105221	pancreas	exocrine glandular cells	High	Uncertain
9191	AKT2	ENSG00000105221	pancreas	pancreatic endocrine cells	Medium	Uncertain
9192	AKT2	ENSG00000105221	parathyroid gland	glandular cells	High	Uncertain
9193	AKT2	ENSG00000105221	placenta	decidual cells	Low	Uncertain
9194	AKT2	ENSG00000105221	placenta	trophoblastic cells	Medium	Uncertain
9195	AKT2	ENSG00000105221	prostate	glandular cells	Medium	Uncertain
9196	AKT2	ENSG00000105221	rectum	glandular cells	Low	Uncertain
9197	AKT2	ENSG00000105221	salivary gland	glandular cells	Medium	Uncertain
9198	AKT2	ENSG00000105221	seminal vesicle	glandular cells	High	Uncertain
9199	AKT2	ENSG00000105221	skeletal muscle	myocytes	Low	Uncertain
9200	AKT2	ENSG00000105221	skin 1	fibroblasts	Medium	Uncertain
9201	AKT2	ENSG00000105221	skin 1	keratinocytes	Not detected	Uncertain
9202	AKT2	ENSG00000105221	skin 1	Langerhans	Not detected	Uncertain
9203	AKT2	ENSG00000105221	skin 1	melanocytes	Not detected	Uncertain
9204	AKT2	ENSG00000105221	skin 2	epidermal cells	Low	Uncertain
9205	AKT2	ENSG00000105221	small intestine	glandular cells	Low	Uncertain
9206	AKT2	ENSG00000105221	smooth muscle	smooth muscle cells	Low	Uncertain
9207	AKT2	ENSG00000105221	soft tissue 1	fibroblasts	Medium	Uncertain
9208	AKT2	ENSG00000105221	soft tissue 1	peripheral nerve	Low	Uncertain
9209	AKT2	ENSG00000105221	soft tissue 2	fibroblasts	Medium	Uncertain
9210	AKT2	ENSG00000105221	soft tissue 2	peripheral nerve	Medium	Uncertain
9211	AKT2	ENSG00000105221	spleen	cells in red pulp	Medium	Uncertain
9212	AKT2	ENSG00000105221	spleen	cells in white pulp	Not detected	Uncertain
9213	AKT2	ENSG00000105221	stomach 1	glandular cells	Medium	Uncertain
9214	AKT2	ENSG00000105221	stomach 2	glandular cells	Medium	Uncertain
9215	AKT2	ENSG00000105221	testis	cells in seminiferous ducts	Medium	Uncertain
9216	AKT2	ENSG00000105221	testis	Leydig cells	High	Uncertain
9217	AKT2	ENSG00000105221	thyroid gland	glandular cells	High	Uncertain
9218	AKT2	ENSG00000105221	tonsil	germinal center cells	Not detected	Uncertain
9219	AKT2	ENSG00000105221	tonsil	non-germinal center cells	Medium	Uncertain
9220	AKT2	ENSG00000105221	tonsil	squamous epithelial cells	Low	Uncertain
9221	AKT2	ENSG00000105221	urinary bladder	urothelial cells	High	Uncertain
9222	AKT2	ENSG00000105221	vagina	squamous epithelial cells	Low	Uncertain
9223	CEP68	ENSG00000011523	adipose tissue	adipocytes	Low	Enhanced
9224	CEP68	ENSG00000011523	adrenal gland	glandular cells	Medium	Enhanced
9225	CEP68	ENSG00000011523	appendix	glandular cells	High	Enhanced
9226	CEP68	ENSG00000011523	appendix	lymphoid tissue	Low	Enhanced
9227	CEP68	ENSG00000011523	bone marrow	hematopoietic cells	Low	Enhanced
9228	CEP68	ENSG00000011523	breast	adipocytes	Low	Enhanced
9229	CEP68	ENSG00000011523	breast	glandular cells	Medium	Enhanced
9230	CEP68	ENSG00000011523	breast	myoepithelial cells	Medium	Enhanced
9231	CEP68	ENSG00000011523	bronchus	respiratory epithelial cells	Medium	Enhanced
9232	CEP68	ENSG00000011523	caudate	glial cells	Medium	Enhanced
9233	CEP68	ENSG00000011523	caudate	neuronal cells	Medium	Enhanced
9234	CEP68	ENSG00000011523	cerebellum	cells in granular layer	Medium	Enhanced
9235	CEP68	ENSG00000011523	cerebellum	cells in molecular layer	Low	Enhanced
9236	CEP68	ENSG00000011523	cerebellum	Purkinje cells	Medium	Enhanced
9237	CEP68	ENSG00000011523	cerebral cortex	endothelial cells	Medium	Enhanced
9238	CEP68	ENSG00000011523	cerebral cortex	glial cells	Medium	Enhanced
9239	CEP68	ENSG00000011523	cerebral cortex	neuronal cells	Medium	Enhanced
9240	CEP68	ENSG00000011523	cerebral cortex	neuropil	Medium	Enhanced
9241	CEP68	ENSG00000011523	cervix, uterine	glandular cells	Medium	Enhanced
9242	CEP68	ENSG00000011523	cervix, uterine	squamous epithelial cells	Medium	Enhanced
9243	CEP68	ENSG00000011523	colon	endothelial cells	Medium	Enhanced
9244	CEP68	ENSG00000011523	colon	glandular cells	High	Enhanced
9245	CEP68	ENSG00000011523	colon	peripheral nerve/ganglion	Low	Enhanced
9246	CEP68	ENSG00000011523	duodenum	glandular cells	High	Enhanced
9247	CEP68	ENSG00000011523	endometrium 1	cells in endometrial stroma	Low	Enhanced
9248	CEP68	ENSG00000011523	endometrium 1	glandular cells	Medium	Enhanced
9249	CEP68	ENSG00000011523	endometrium 2	cells in endometrial stroma	Low	Enhanced
9250	CEP68	ENSG00000011523	endometrium 2	glandular cells	Medium	Enhanced
9251	CEP68	ENSG00000011523	epididymis	glandular cells	Medium	Enhanced
9252	CEP68	ENSG00000011523	esophagus	squamous epithelial cells	Medium	Enhanced
9253	CEP68	ENSG00000011523	fallopian tube	glandular cells	High	Enhanced
9254	CEP68	ENSG00000011523	gallbladder	glandular cells	Medium	Enhanced
9255	CEP68	ENSG00000011523	heart muscle	cardiomyocytes	Medium	Enhanced
9256	CEP68	ENSG00000011523	hippocampus	glial cells	Medium	Enhanced
9257	CEP68	ENSG00000011523	hippocampus	neuronal cells	Medium	Enhanced
9258	CEP68	ENSG00000011523	kidney	cells in glomeruli	Medium	Enhanced
9259	CEP68	ENSG00000011523	kidney	cells in tubules	High	Enhanced
9260	CEP68	ENSG00000011523	liver	cholangiocytes	Low	Enhanced
9261	CEP68	ENSG00000011523	liver	hepatocytes	Medium	Enhanced
9262	CEP68	ENSG00000011523	lung	alveolar cells	Medium	Enhanced
9263	CEP68	ENSG00000011523	lung	macrophages	Medium	Enhanced
9264	CEP68	ENSG00000011523	lymph node	germinal center cells	Low	Enhanced
9265	CEP68	ENSG00000011523	lymph node	non-germinal center cells	Low	Enhanced
9266	CEP68	ENSG00000011523	oral mucosa	squamous epithelial cells	Medium	Enhanced
9267	CEP68	ENSG00000011523	ovary	ovarian stroma cells	Low	Enhanced
9268	CEP68	ENSG00000011523	pancreas	exocrine glandular cells	Medium	Enhanced
9269	CEP68	ENSG00000011523	parathyroid gland	glandular cells	Medium	Enhanced
9270	CEP68	ENSG00000011523	placenta	trophoblastic cells	Medium	Enhanced
9271	CEP68	ENSG00000011523	prostate	glandular cells	Medium	Enhanced
9272	CEP68	ENSG00000011523	rectum	glandular cells	High	Enhanced
9273	CEP68	ENSG00000011523	salivary gland	glandular cells	Medium	Enhanced
9274	CEP68	ENSG00000011523	seminal vesicle	glandular cells	Medium	Enhanced
9275	CEP68	ENSG00000011523	skeletal muscle	myocytes	Medium	Enhanced
9276	CEP68	ENSG00000011523	skin 1	fibroblasts	Medium	Enhanced
9277	CEP68	ENSG00000011523	skin 1	keratinocytes	Medium	Enhanced
9278	CEP68	ENSG00000011523	skin 1	Langerhans	Low	Enhanced
9279	CEP68	ENSG00000011523	skin 1	melanocytes	Medium	Enhanced
9280	CEP68	ENSG00000011523	skin 2	epidermal cells	Medium	Enhanced
9281	CEP68	ENSG00000011523	small intestine	glandular cells	High	Enhanced
9282	CEP68	ENSG00000011523	smooth muscle	smooth muscle cells	Medium	Enhanced
9283	CEP68	ENSG00000011523	soft tissue 1	fibroblasts	Low	Enhanced
9284	CEP68	ENSG00000011523	soft tissue 1	peripheral nerve	Low	Enhanced
9285	CEP68	ENSG00000011523	soft tissue 2	chondrocytes	Low	Enhanced
9286	CEP68	ENSG00000011523	soft tissue 2	fibroblasts	Low	Enhanced
9287	CEP68	ENSG00000011523	soft tissue 2	peripheral nerve	Low	Enhanced
9288	CEP68	ENSG00000011523	spleen	cells in red pulp	Low	Enhanced
9289	CEP68	ENSG00000011523	spleen	cells in white pulp	Low	Enhanced
9290	CEP68	ENSG00000011523	stomach 1	glandular cells	Medium	Enhanced
9291	CEP68	ENSG00000011523	stomach 2	glandular cells	High	Enhanced
9292	CEP68	ENSG00000011523	testis	elongated or late spermatids	Not detected	Enhanced
9293	CEP68	ENSG00000011523	testis	Leydig cells	Medium	Enhanced
9294	CEP68	ENSG00000011523	testis	pachytene spermatocytes	Not detected	Enhanced
9295	CEP68	ENSG00000011523	testis	peritubular cells	Not detected	Enhanced
9296	CEP68	ENSG00000011523	testis	preleptotene spermatocytes	Not detected	Enhanced
9297	CEP68	ENSG00000011523	testis	round or early spermatids	Not detected	Enhanced
9298	CEP68	ENSG00000011523	testis	sertoli cells	Not detected	Enhanced
9299	CEP68	ENSG00000011523	testis	spermatogonia cells	Not detected	Enhanced
9300	CEP68	ENSG00000011523	thyroid gland	glandular cells	Medium	Enhanced
9301	CEP68	ENSG00000011523	tonsil	germinal center cells	Low	Enhanced
9302	CEP68	ENSG00000011523	tonsil	non-germinal center cells	Low	Enhanced
9303	CEP68	ENSG00000011523	tonsil	squamous epithelial cells	Medium	Enhanced
9304	CEP68	ENSG00000011523	urinary bladder	urothelial cells	Medium	Enhanced
9305	CEP68	ENSG00000011523	vagina	squamous epithelial cells	Medium	Enhanced
9306	SOCS1	ENSG00000185338	adipose tissue	adipocytes	Not detected	Approved
9307	SOCS1	ENSG00000185338	adrenal gland	glandular cells	Medium	Approved
9308	SOCS1	ENSG00000185338	appendix	glandular cells	Medium	Approved
9309	SOCS1	ENSG00000185338	appendix	lymphoid tissue	Medium	Approved
9310	SOCS1	ENSG00000185338	bone marrow	hematopoietic cells	Medium	Approved
9311	SOCS1	ENSG00000185338	breast	adipocytes	Not detected	Approved
9312	SOCS1	ENSG00000185338	breast	glandular cells	Medium	Approved
9313	SOCS1	ENSG00000185338	breast	myoepithelial cells	Medium	Approved
9314	SOCS1	ENSG00000185338	bronchus	respiratory epithelial cells	Medium	Approved
9315	SOCS1	ENSG00000185338	caudate	glial cells	Low	Approved
9316	SOCS1	ENSG00000185338	caudate	neuronal cells	Low	Approved
9317	SOCS1	ENSG00000185338	cerebellum	cells in granular layer	Low	Approved
9318	SOCS1	ENSG00000185338	cerebellum	cells in molecular layer	Low	Approved
9319	SOCS1	ENSG00000185338	cerebellum	Purkinje cells	Low	Approved
9320	SOCS1	ENSG00000185338	cerebral cortex	endothelial cells	Low	Approved
9321	SOCS1	ENSG00000185338	cerebral cortex	glial cells	Low	Approved
9322	SOCS1	ENSG00000185338	cerebral cortex	neuronal cells	Low	Approved
9323	SOCS1	ENSG00000185338	cerebral cortex	neuropil	Low	Approved
9324	SOCS1	ENSG00000185338	cervix, uterine	glandular cells	Low	Approved
9325	SOCS1	ENSG00000185338	cervix, uterine	squamous epithelial cells	Medium	Approved
9326	SOCS1	ENSG00000185338	colon	endothelial cells	Medium	Approved
9327	SOCS1	ENSG00000185338	colon	glandular cells	Medium	Approved
9328	SOCS1	ENSG00000185338	colon	peripheral nerve/ganglion	Medium	Approved
9329	SOCS1	ENSG00000185338	duodenum	glandular cells	Medium	Approved
9330	SOCS1	ENSG00000185338	endometrium 1	cells in endometrial stroma	Medium	Approved
9331	SOCS1	ENSG00000185338	endometrium 1	glandular cells	Medium	Approved
9332	SOCS1	ENSG00000185338	endometrium 2	cells in endometrial stroma	Not detected	Approved
9333	SOCS1	ENSG00000185338	endometrium 2	glandular cells	Medium	Approved
9334	SOCS1	ENSG00000185338	epididymis	glandular cells	Low	Approved
9335	SOCS1	ENSG00000185338	esophagus	squamous epithelial cells	Medium	Approved
9336	SOCS1	ENSG00000185338	fallopian tube	glandular cells	Medium	Approved
9337	SOCS1	ENSG00000185338	gallbladder	glandular cells	Medium	Approved
9338	SOCS1	ENSG00000185338	heart muscle	cardiomyocytes	Low	Approved
9339	SOCS1	ENSG00000185338	hippocampus	glial cells	Low	Approved
9340	SOCS1	ENSG00000185338	hippocampus	neuronal cells	Low	Approved
9341	SOCS1	ENSG00000185338	kidney	cells in glomeruli	Low	Approved
9342	SOCS1	ENSG00000185338	kidney	cells in tubules	Medium	Approved
9343	SOCS1	ENSG00000185338	liver	cholangiocytes	Low	Approved
9344	SOCS1	ENSG00000185338	liver	hepatocytes	Low	Approved
9345	SOCS1	ENSG00000185338	lung	alveolar cells	Medium	Approved
9346	SOCS1	ENSG00000185338	lung	macrophages	Medium	Approved
9347	SOCS1	ENSG00000185338	lymph node	germinal center cells	Low	Approved
9348	SOCS1	ENSG00000185338	lymph node	non-germinal center cells	Medium	Approved
