	Gene name	Gene	Cancer	High	Medium	Low	Not detected	prognostic - favorable	unprognostic - favorable	prognostic - unfavorable	unprognostic - unfavorable
2499	CEP68	ENSG00000011523	urothelial cancer	0.0	3.0	7.0	1.0		0.1708		
2500	SOCS1	ENSG00000185338	breast cancer	1.0	10.0	1.0	0.0		0.004499		
2501	SOCS1	ENSG00000185338	carcinoid	0.0	2.0	1.0	0.0				
2502	SOCS1	ENSG00000185338	cervical cancer	0.0	9.0	3.0	0.0		0.03299		
2503	SOCS1	ENSG00000185338	colorectal cancer	8.0	3.0	0.0	0.0		0.1238		
2504	SOCS1	ENSG00000185338	endometrial cancer	2.0	8.0	1.0	1.0		0.01664		
2505	SOCS1	ENSG00000185338	glioma	0.0	5.0	5.0	2.0				0.01251
2506	SOCS1	ENSG00000185338	head and neck cancer	0.0	3.0	1.0	0.0	0.0001104			
2507	SOCS1	ENSG00000185338	liver cancer	1.0	6.0	4.0	1.0		0.01714		
2508	SOCS1	ENSG00000185338	lung cancer	0.0	6.0	4.0	2.0		0.004086		
2509	SOCS1	ENSG00000185338	lymphoma	0.0	3.0	7.0	2.0				
2510	SOCS1	ENSG00000185338	melanoma	1.0	9.0	2.0	0.0		0.005309		
2511	SOCS1	ENSG00000185338	ovarian cancer	2.0	6.0	4.0	0.0		0.04818		
2512	SOCS1	ENSG00000185338	pancreatic cancer	0.0	6.0	5.0	0.0		0.1171		
2513	SOCS1	ENSG00000185338	prostate cancer	2.0	10.0	0.0	0.0		0.05389		
2514	SOCS1	ENSG00000185338	renal cancer	0.0	2.0	6.0	4.0			1.077e-06	
2515	SOCS1	ENSG00000185338	skin cancer	0.0	8.0	2.0	1.0				
2516	SOCS1	ENSG00000185338	stomach cancer	0.0	4.0	6.0	0.0				0.1564
2517	SOCS1	ENSG00000185338	testis cancer	3.0	3.0	3.0	0.0				0.05685
2518	SOCS1	ENSG00000185338	thyroid cancer	0.0	4.0	0.0	0.0				0.06081
2519	SOCS1	ENSG00000185338	urothelial cancer	0.0	8.0	4.0	0.0				0.167
2520	EPOR	ENSG00000187266	breast cancer						0.09132		
2521	EPOR	ENSG00000187266	carcinoid								
2522	EPOR	ENSG00000187266	cervical cancer								0.07137
2523	EPOR	ENSG00000187266	colorectal cancer								0.0145
2524	EPOR	ENSG00000187266	endometrial cancer								0.1044
2525	EPOR	ENSG00000187266	glioma								0.1875
2526	EPOR	ENSG00000187266	head and neck cancer								0.1115
2527	EPOR	ENSG00000187266	liver cancer						0.3704		
2528	EPOR	ENSG00000187266	lung cancer						0.01501		
2529	EPOR	ENSG00000187266	lymphoma								
2530	EPOR	ENSG00000187266	melanoma						0.05603		
2531	EPOR	ENSG00000187266	ovarian cancer								0.09002
2532	EPOR	ENSG00000187266	pancreatic cancer					3.171e-05			
2533	EPOR	ENSG00000187266	prostate cancer								0.006375
2534	EPOR	ENSG00000187266	renal cancer								0.0159
2535	EPOR	ENSG00000187266	skin cancer								
2536	EPOR	ENSG00000187266	stomach cancer								0.2078
2537	EPOR	ENSG00000187266	testis cancer								0.1999
2538	EPOR	ENSG00000187266	thyroid cancer						0.07485		
2539	EPOR	ENSG00000187266	urothelial cancer						0.001012		
2540	CHEK2	ENSG00000183765	breast cancer	5.0	7.0	0.0	0.0		0.154		
2541	CHEK2	ENSG00000183765	carcinoid	1.0	0.0	3.0	0.0				
2542	CHEK2	ENSG00000183765	cervical cancer	8.0	1.0	0.0	0.0				0.2204
2543	CHEK2	ENSG00000183765	colorectal cancer	10.0	1.0	0.0	0.0		0.05833		
2544	CHEK2	ENSG00000183765	endometrial cancer	9.0	1.0	1.0	0.0				0.02931
2545	CHEK2	ENSG00000183765	glioma	2.0	6.0	3.0	0.0		0.2416		
2546	CHEK2	ENSG00000183765	head and neck cancer	4.0	0.0	0.0	0.0				0.03828
2547	CHEK2	ENSG00000183765	liver cancer	6.0	2.0	1.0	1.0				0.001486
2548	CHEK2	ENSG00000183765	lung cancer	9.0	1.0	1.0	1.0		0.005078		
2549	CHEK2	ENSG00000183765	lymphoma	6.0	4.0	0.0	2.0				
2550	CHEK2	ENSG00000183765	melanoma	5.0	5.0	1.0	0.0				0.003329
2551	CHEK2	ENSG00000183765	ovarian cancer	8.0	2.0	2.0	0.0		0.009621		
2552	CHEK2	ENSG00000183765	pancreatic cancer	4.0	3.0	1.0	2.0				0.01285
2553	CHEK2	ENSG00000183765	prostate cancer	4.0	1.0	3.0	1.0				0.3133
2554	CHEK2	ENSG00000183765	renal cancer	0.0	3.0	4.0	4.0			7.805e-09	
2555	CHEK2	ENSG00000183765	skin cancer	8.0	0.0	1.0	0.0				
2556	CHEK2	ENSG00000183765	stomach cancer	5.0	5.0	2.0	0.0		0.02381		
2557	CHEK2	ENSG00000183765	testis cancer	11.0	0.0	1.0	0.0				0.1785
2558	CHEK2	ENSG00000183765	thyroid cancer	1.0	1.0	1.0	1.0		0.07266		
2559	CHEK2	ENSG00000183765	urothelial cancer	8.0	3.0	0.0	0.0		0.006788		
2560	PPP5C	ENSG00000011485	breast cancer	2.0	10.0	0.0	0.0				0.08247
2561	PPP5C	ENSG00000011485	carcinoid	2.0	2.0	0.0	0.0				
2562	PPP5C	ENSG00000011485	cervical cancer	3.0	8.0	1.0	0.0		0.07901		
2563	PPP5C	ENSG00000011485	colorectal cancer	11.0	1.0	0.0	0.0		0.1438		
2564	PPP5C	ENSG00000011485	endometrial cancer	3.0	8.0	0.0	1.0				0.06299
2565	PPP5C	ENSG00000011485	glioma	0.0	5.0	5.0	0.0		0.0592		
2566	PPP5C	ENSG00000011485	head and neck cancer	1.0	3.0	0.0	0.0		0.02617		
2567	PPP5C	ENSG00000011485	liver cancer	7.0	5.0	0.0	0.0			3.451e-06	
2568	PPP5C	ENSG00000011485	lung cancer	1.0	7.0	0.0	0.0				0.1292
2569	PPP5C	ENSG00000011485	lymphoma	0.0	8.0	3.0	1.0				
2570	PPP5C	ENSG00000011485	melanoma	2.0	9.0	0.0	0.0				0.01037
2571	PPP5C	ENSG00000011485	ovarian cancer	4.0	7.0	0.0	0.0				0.08249
2572	PPP5C	ENSG00000011485	pancreatic cancer	5.0	5.0	1.0	0.0		0.05559		
2573	PPP5C	ENSG00000011485	prostate cancer	1.0	11.0	0.0	0.0				0.02199
2574	PPP5C	ENSG00000011485	renal cancer	1.0	9.0	0.0	1.0		0.03243		
2575	PPP5C	ENSG00000011485	skin cancer	1.0	8.0	0.0	1.0				
2576	PPP5C	ENSG00000011485	stomach cancer	5.0	7.0	0.0	0.0		0.1138		
2577	PPP5C	ENSG00000011485	testis cancer	5.0	7.0	0.0	0.0		0.1349		
2578	PPP5C	ENSG00000011485	thyroid cancer	3.0	1.0	0.0	0.0		0.005923		
2579	PPP5C	ENSG00000011485	urothelial cancer	6.0	5.0	0.0	0.0				0.1374
2580	IL32	ENSG00000008517	breast cancer	0.0	11.0	0.0	0.0		0.01995		
2581	IL32	ENSG00000008517	carcinoid	0.0	3.0	1.0	0.0				
2582	IL32	ENSG00000008517	cervical cancer	1.0	11.0	0.0	0.0		0.0289		
2583	IL32	ENSG00000008517	colorectal cancer	1.0	10.0	1.0	0.0				0.2863
2584	IL32	ENSG00000008517	endometrial cancer	1.0	11.0	0.0	0.0	0.0001328			
2585	IL32	ENSG00000008517	glioma	0.0	8.0	3.0	0.0				0.02951
2586	IL32	ENSG00000008517	head and neck cancer	0.0	3.0	1.0	0.0		0.1316		
2587	IL32	ENSG00000008517	liver cancer	7.0	4.0	0.0	0.0		0.08022		
2588	IL32	ENSG00000008517	lung cancer	0.0	10.0	2.0	0.0				0.02582
2589	IL32	ENSG00000008517	lymphoma	1.0	3.0	7.0	1.0				
2590	IL32	ENSG00000008517	melanoma	0.0	10.0	1.0	0.0		0.00173		
2591	IL32	ENSG00000008517	ovarian cancer	2.0	7.0	2.0	0.0		0.02188		
2592	IL32	ENSG00000008517	pancreatic cancer	4.0	7.0	0.0	0.0				0.003323
2593	IL32	ENSG00000008517	prostate cancer	5.0	7.0	0.0	0.0		0.3513		
2594	IL32	ENSG00000008517	renal cancer	0.0	7.0	5.0	0.0				0.03298
2595	IL32	ENSG00000008517	skin cancer	0.0	12.0	0.0	0.0				
2596	IL32	ENSG00000008517	stomach cancer	1.0	7.0	0.0	0.0		0.08079		
2597	IL32	ENSG00000008517	testis cancer	0.0	12.0	0.0	0.0				0.03858
2598	IL32	ENSG00000008517	thyroid cancer	0.0	4.0	0.0	0.0		0.03163		
2599	IL32	ENSG00000008517	urothelial cancer	0.0	7.0	4.0	0.0		0.004291		
2600	SAT2	ENSG00000141504	breast cancer	0.0	0.0	4.0	5.0		0.02613		
2601	SAT2	ENSG00000141504	carcinoid	0.0	1.0	2.0	1.0				
2602	SAT2	ENSG00000141504	cervical cancer	0.0	0.0	2.0	8.0		0.01271		
2603	SAT2	ENSG00000141504	colorectal cancer	0.0	0.0	0.0	11.0				0.03228
2604	SAT2	ENSG00000141504	endometrial cancer	0.0	0.0	0.0	10.0	8.759e-06			
2605	SAT2	ENSG00000141504	glioma	0.0	1.0	1.0	7.0				0.02177
2606	SAT2	ENSG00000141504	head and neck cancer	0.0	0.0	2.0	2.0				0.2317
2607	SAT2	ENSG00000141504	liver cancer	0.0	2.0	4.0	6.0		0.072		
2608	SAT2	ENSG00000141504	lung cancer	0.0	0.0	0.0	12.0	0.0006707			
2609	SAT2	ENSG00000141504	lymphoma	0.0	0.0	0.0	11.0				
2610	SAT2	ENSG00000141504	melanoma	0.0	0.0	2.0	10.0				0.04136
2611	SAT2	ENSG00000141504	ovarian cancer	0.0	0.0	0.0	10.0		0.2752		
2612	SAT2	ENSG00000141504	pancreatic cancer	0.0	0.0	3.0	9.0	6.047e-05			
2613	SAT2	ENSG00000141504	prostate cancer	0.0	0.0	1.0	9.0		0.1828		
2614	SAT2	ENSG00000141504	renal cancer	0.0	2.0	5.0	5.0				0.00666
2615	SAT2	ENSG00000141504	skin cancer	0.0	1.0	3.0	8.0				
2616	SAT2	ENSG00000141504	stomach cancer	0.0	0.0	0.0	9.0		0.2488		
2617	SAT2	ENSG00000141504	testis cancer	0.0	0.0	1.0	10.0				0.1865
2618	SAT2	ENSG00000141504	thyroid cancer	0.0	2.0	2.0	0.0				0.15
2619	SAT2	ENSG00000141504	urothelial cancer	0.0	0.0	2.0	8.0		0.03124		
2620	NR2E1	ENSG00000112333	breast cancer	0.0	0.0	0.0	11.0				0.3429
2621	NR2E1	ENSG00000112333	carcinoid	0.0	0.0	0.0	4.0				
2622	NR2E1	ENSG00000112333	cervical cancer	0.0	0.0	0.0	12.0		0.1413		
2623	NR2E1	ENSG00000112333	colorectal cancer	0.0	0.0	0.0	12.0				
2624	NR2E1	ENSG00000112333	endometrial cancer	0.0	0.0	0.0	12.0				
2625	NR2E1	ENSG00000112333	glioma	0.0	0.0	0.0	11.0				0.1774
2626	NR2E1	ENSG00000112333	head and neck cancer	0.0	0.0	0.0	3.0		0.09601		
2627	NR2E1	ENSG00000112333	liver cancer	0.0	0.0	0.0	10.0				0.06275
2628	NR2E1	ENSG00000112333	lung cancer	0.0	0.0	0.0	10.0		0.6		
2629	NR2E1	ENSG00000112333	lymphoma	0.0	0.0	0.0	11.0				
2630	NR2E1	ENSG00000112333	melanoma	0.0	0.0	0.0	12.0				0.0178
2631	NR2E1	ENSG00000112333	ovarian cancer	0.0	0.0	0.0	12.0				
2632	NR2E1	ENSG00000112333	pancreatic cancer	0.0	0.0	0.0	10.0				0.07307
2633	NR2E1	ENSG00000112333	prostate cancer	0.0	0.0	0.0	11.0				0.08637
2634	NR2E1	ENSG00000112333	renal cancer	0.0	0.0	0.0	10.0				9.593e-08
2635	NR2E1	ENSG00000112333	skin cancer	0.0	0.0	0.0	10.0				
2636	NR2E1	ENSG00000112333	stomach cancer	0.0	0.0	0.0	11.0				0.2867
2637	NR2E1	ENSG00000112333	testis cancer	0.0	0.0	0.0	12.0		0.2486		
2638	NR2E1	ENSG00000112333	thyroid cancer	0.0	0.0	0.0	4.0				
2639	NR2E1	ENSG00000112333	urothelial cancer	0.0	0.0	0.0	12.0		0.307		
2640	NEDD8	ENSG00000129559	breast cancer	1.0	6.0	4.0	0.0		0.0126		
2641	NEDD8	ENSG00000129559	carcinoid	2.0	2.0	0.0	0.0				
2642	NEDD8	ENSG00000129559	cervical cancer	0.0	6.0	6.0	0.0				0.2549
2643	NEDD8	ENSG00000129559	colorectal cancer	0.0	4.0	7.0	0.0				0.114
2644	NEDD8	ENSG00000129559	endometrial cancer	0.0	5.0	7.0	0.0				0.1077
2645	NEDD8	ENSG00000129559	glioma	5.0	6.0	1.0	0.0		0.169		
2646	NEDD8	ENSG00000129559	head and neck cancer	0.0	3.0	1.0	0.0				0.003344
2647	NEDD8	ENSG00000129559	liver cancer	0.0	0.0	12.0	0.0				0.00183
2648	NEDD8	ENSG00000129559	lung cancer	1.0	5.0	5.0	1.0		0.09186		
2649	NEDD8	ENSG00000129559	lymphoma	0.0	4.0	8.0	0.0				
2650	NEDD8	ENSG00000129559	melanoma	0.0	7.0	5.0	0.0				0.4661
2651	NEDD8	ENSG00000129559	ovarian cancer	0.0	6.0	5.0	0.0		0.01347		
2652	NEDD8	ENSG00000129559	pancreatic cancer	0.0	1.0	11.0	0.0				0.02658
2653	NEDD8	ENSG00000129559	prostate cancer	0.0	11.0	1.0	0.0		0.1406		
2654	NEDD8	ENSG00000129559	renal cancer	0.0	3.0	8.0	0.0		0.00178		
2655	NEDD8	ENSG00000129559	skin cancer	0.0	6.0	5.0	0.0				
2656	NEDD8	ENSG00000129559	stomach cancer	0.0	4.0	7.0	0.0				0.02757
2657	NEDD8	ENSG00000129559	testis cancer	0.0	5.0	7.0	0.0		0.1307		
2658	NEDD8	ENSG00000129559	thyroid cancer	0.0	3.0	0.0	0.0		0.02786		
2659	NEDD8	ENSG00000129559	urothelial cancer	0.0	5.0	6.0	0.0				0.005251
2660	MAP3K1	ENSG00000095015	breast cancer	2.0	8.0	2.0	0.0		0.1768		
2661	MAP3K1	ENSG00000095015	carcinoid	1.0	2.0	1.0	0.0				
2662	MAP3K1	ENSG00000095015	cervical cancer	4.0	6.0	2.0	0.0		0.01708		
2663	MAP3K1	ENSG00000095015	colorectal cancer	7.0	4.0	1.0	0.0				0.4094
2664	MAP3K1	ENSG00000095015	endometrial cancer	5.0	6.0	0.0	0.0		0.2176		
2665	MAP3K1	ENSG00000095015	glioma	8.0	4.0	0.0	0.0		0.03481		
2666	MAP3K1	ENSG00000095015	head and neck cancer	2.0	2.0	0.0	0.0		0.005388		
2667	MAP3K1	ENSG00000095015	liver cancer	4.0	8.0	0.0	0.0				0.005197
2668	MAP3K1	ENSG00000095015	lung cancer	3.0	9.0	0.0	0.0		0.02523		
2669	MAP3K1	ENSG00000095015	lymphoma	3.0	8.0	1.0	0.0				
2670	MAP3K1	ENSG00000095015	melanoma	2.0	8.0	2.0	0.0				0.1353
2671	MAP3K1	ENSG00000095015	ovarian cancer	8.0	4.0	0.0	0.0		0.141		
2672	MAP3K1	ENSG00000095015	pancreatic cancer	2.0	8.0	2.0	0.0				0.01051
2673	MAP3K1	ENSG00000095015	prostate cancer	2.0	9.0	1.0	0.0		0.06726		
2674	MAP3K1	ENSG00000095015	renal cancer	0.0	5.0	7.0	0.0		0.001971		
2675	MAP3K1	ENSG00000095015	skin cancer	0.0	7.0	5.0	0.0				
2676	MAP3K1	ENSG00000095015	stomach cancer	3.0	8.0	1.0	0.0		0.02178		
2677	MAP3K1	ENSG00000095015	testis cancer	3.0	6.0	3.0	0.0				0.1577
2678	MAP3K1	ENSG00000095015	thyroid cancer	3.0	0.0	0.0	0.0		0.009918		
2679	MAP3K1	ENSG00000095015	urothelial cancer	1.0	8.0	2.0	0.0				0.1106
2680	PRKDC	ENSG00000253729	breast cancer	12.0	0.0	0.0	0.0				0.03142
2681	PRKDC	ENSG00000253729	carcinoid	3.0	1.0	0.0	0.0				
2682	PRKDC	ENSG00000253729	cervical cancer	10.0	1.0	0.0	0.0				0.003017
2683	PRKDC	ENSG00000253729	colorectal cancer	10.0	0.0	0.0	0.0		0.01564		
2684	PRKDC	ENSG00000253729	endometrial cancer	7.0	3.0	1.0	0.0			0.000103	
2685	PRKDC	ENSG00000253729	glioma	9.0	2.0	0.0	0.0		0.08952		
2686	PRKDC	ENSG00000253729	head and neck cancer	3.0	1.0	0.0	0.0		0.1339		
2687	PRKDC	ENSG00000253729	liver cancer	8.0	3.0	0.0	1.0				0.007696
2688	PRKDC	ENSG00000253729	lung cancer	4.0	6.0	0.0	0.0				0.05735
2689	PRKDC	ENSG00000253729	lymphoma	11.0	1.0	0.0	0.0				
2690	PRKDC	ENSG00000253729	melanoma	10.0	1.0	0.0	0.0				0.01118
2691	PRKDC	ENSG00000253729	ovarian cancer	11.0	1.0	0.0	0.0		0.01603		
2692	PRKDC	ENSG00000253729	pancreatic cancer	8.0	3.0	0.0	1.0				0.007757
2693	PRKDC	ENSG00000253729	prostate cancer	11.0	1.0	0.0	0.0				0.0777
2694	PRKDC	ENSG00000253729	renal cancer	4.0	3.0	0.0	4.0				0.02836
2695	PRKDC	ENSG00000253729	skin cancer	12.0	0.0	0.0	0.0				
2696	PRKDC	ENSG00000253729	stomach cancer	8.0	4.0	0.0	0.0		0.2324		
2697	PRKDC	ENSG00000253729	testis cancer	10.0	2.0	0.0	0.0				0.2199
2698	PRKDC	ENSG00000253729	thyroid cancer	3.0	1.0	0.0	0.0				0.006765
2699	PRKDC	ENSG00000253729	urothelial cancer	9.0	3.0	0.0	0.0				0.02153
2700	PIK3R1	ENSG00000145675	breast cancer	0.0	9.0	2.0	0.0		0.05737		
2701	PIK3R1	ENSG00000145675	carcinoid	0.0	1.0	3.0	0.0				
2702	PIK3R1	ENSG00000145675	cervical cancer	1.0	7.0	4.0	0.0		0.06577		
2703	PIK3R1	ENSG00000145675	colorectal cancer	1.0	10.0	1.0	0.0		0.2012		
2704	PIK3R1	ENSG00000145675	endometrial cancer	2.0	8.0	1.0	0.0		0.01312		
2705	PIK3R1	ENSG00000145675	glioma	3.0	7.0	1.0	0.0		0.1178		
2706	PIK3R1	ENSG00000145675	head and neck cancer	0.0	4.0	0.0	0.0		0.0133		
2707	PIK3R1	ENSG00000145675	liver cancer	0.0	7.0	4.0	0.0	0.0008088			
2708	PIK3R1	ENSG00000145675	lung cancer	0.0	5.0	6.0	1.0		0.003778		
2709	PIK3R1	ENSG00000145675	lymphoma	9.0	3.0	0.0	0.0				
2710	PIK3R1	ENSG00000145675	melanoma	2.0	9.0	1.0	0.0				0.1779
2711	PIK3R1	ENSG00000145675	ovarian cancer	0.0	7.0	4.0	0.0		0.2715		
2712	PIK3R1	ENSG00000145675	pancreatic cancer	0.0	4.0	8.0	0.0		0.06103		
2713	PIK3R1	ENSG00000145675	prostate cancer	0.0	9.0	3.0	0.0		0.1318		
2714	PIK3R1	ENSG00000145675	renal cancer	0.0	4.0	4.0	3.0		0.004585		
2715	PIK3R1	ENSG00000145675	skin cancer	0.0	11.0	1.0	0.0				
2716	PIK3R1	ENSG00000145675	stomach cancer	1.0	7.0	3.0	0.0				0.005662
2717	PIK3R1	ENSG00000145675	testis cancer	0.0	5.0	5.0	2.0				0.1269
2718	PIK3R1	ENSG00000145675	thyroid cancer	0.0	4.0	0.0	0.0		0.05919		
2719	PIK3R1	ENSG00000145675	urothelial cancer	0.0	12.0	0.0	0.0				0.1538
2720	CDK4	ENSG00000135446	breast cancer	2.0	5.0	1.0	3.0				0.08884
2721	CDK4	ENSG00000135446	carcinoid	0.0	1.0	1.0	2.0				
2722	CDK4	ENSG00000135446	cervical cancer	6.0	3.0	1.0	2.0		0.2529		
2723	CDK4	ENSG00000135446	colorectal cancer	2.0	2.0	4.0	4.0		0.05273		
2724	CDK4	ENSG00000135446	endometrial cancer	0.0	0.0	5.0	7.0				0.09007
2725	CDK4	ENSG00000135446	glioma	0.0	4.0	4.0	3.0		0.2212		
2726	CDK4	ENSG00000135446	head and neck cancer	2.0	1.0	1.0	0.0				0.1097
2727	CDK4	ENSG00000135446	liver cancer	1.0	1.0	2.0	7.0			2.087e-07	
2728	CDK4	ENSG00000135446	lung cancer	1.0	6.0	3.0	2.0				0.0739
2729	CDK4	ENSG00000135446	lymphoma	1.0	5.0	2.0	4.0				
2730	CDK4	ENSG00000135446	melanoma	3.0	4.0	5.0	0.0				0.003231
2731	CDK4	ENSG00000135446	ovarian cancer	6.0	0.0	5.0	1.0		0.02926		
2732	CDK4	ENSG00000135446	pancreatic cancer	0.0	2.0	4.0	5.0		0.03186		
2733	CDK4	ENSG00000135446	prostate cancer	0.0	4.0	4.0	3.0				0.09096
2734	CDK4	ENSG00000135446	renal cancer	0.0	2.0	5.0	4.0			3.152e-05	
2735	CDK4	ENSG00000135446	skin cancer	3.0	3.0	4.0	2.0				
2736	CDK4	ENSG00000135446	stomach cancer	0.0	3.0	1.0	8.0		0.3325		
2737	CDK4	ENSG00000135446	testis cancer	2.0	2.0	6.0	2.0				0.1674
2738	CDK4	ENSG00000135446	thyroid cancer	1.0	2.0	1.0	0.0				0.3637
2739	CDK4	ENSG00000135446	urothelial cancer	3.0	4.0	2.0	3.0				0.01567
2740	TSC1	ENSG00000165699	breast cancer	0.0	6.0	5.0	0.0				0.1878
2741	TSC1	ENSG00000165699	carcinoid	0.0	3.0	0.0	1.0				
2742	TSC1	ENSG00000165699	cervical cancer	0.0	9.0	3.0	0.0		0.1507		
2743	TSC1	ENSG00000165699	colorectal cancer	0.0	7.0	4.0	0.0				0.01401
2744	TSC1	ENSG00000165699	endometrial cancer	0.0	6.0	6.0	0.0		0.2559		
2745	TSC1	ENSG00000165699	glioma	1.0	7.0	2.0	2.0		0.06674		
2746	TSC1	ENSG00000165699	head and neck cancer	1.0	3.0	0.0	0.0		0.004229		
2747	TSC1	ENSG00000165699	liver cancer	0.0	4.0	6.0	2.0			6.027e-06	
2748	TSC1	ENSG00000165699	lung cancer	2.0	6.0	2.0	2.0				0.01957
2749	TSC1	ENSG00000165699	lymphoma	0.0	5.0	7.0	0.0				
2750	TSC1	ENSG00000165699	melanoma	0.0	11.0	1.0	0.0				0.03481
2751	TSC1	ENSG00000165699	ovarian cancer	0.0	6.0	6.0	0.0				0.1236
2752	TSC1	ENSG00000165699	pancreatic cancer	0.0	2.0	5.0	3.0	0.000801			
2753	TSC1	ENSG00000165699	prostate cancer	0.0	3.0	9.0	0.0				0.01841
2754	TSC1	ENSG00000165699	renal cancer	0.0	1.0	2.0	8.0	0.0007911			
2755	TSC1	ENSG00000165699	skin cancer	0.0	10.0	1.0	0.0				
2756	TSC1	ENSG00000165699	stomach cancer	0.0	4.0	5.0	1.0		0.09488		
2757	TSC1	ENSG00000165699	testis cancer	1.0	9.0	1.0	0.0		0.1459		
2758	TSC1	ENSG00000165699	thyroid cancer	0.0	4.0	0.0	0.0		0.2351		
2759	TSC1	ENSG00000165699	urothelial cancer	0.0	4.0	7.0	1.0		0.1159		
2760	CHEK1	ENSG00000149554	breast cancer								0.06743
2761	CHEK1	ENSG00000149554	carcinoid								
2762	CHEK1	ENSG00000149554	cervical cancer						0.3625		
2763	CHEK1	ENSG00000149554	colorectal cancer					0.0003617			
2764	CHEK1	ENSG00000149554	endometrial cancer								0.05536
2765	CHEK1	ENSG00000149554	glioma								0.2169
2766	CHEK1	ENSG00000149554	head and neck cancer						0.1028		
2767	CHEK1	ENSG00000149554	liver cancer							3.703e-06	
2768	CHEK1	ENSG00000149554	lung cancer								0.00395
2769	CHEK1	ENSG00000149554	lymphoma								
2770	CHEK1	ENSG00000149554	melanoma								0.001259
2771	CHEK1	ENSG00000149554	ovarian cancer						0.02544		
2772	CHEK1	ENSG00000149554	pancreatic cancer							3.1e-06	
2773	CHEK1	ENSG00000149554	prostate cancer								0.1746
2774	CHEK1	ENSG00000149554	renal cancer							1.036e-08	
2775	CHEK1	ENSG00000149554	skin cancer								
2776	CHEK1	ENSG00000149554	stomach cancer						0.02895		
2777	CHEK1	ENSG00000149554	testis cancer								0.2644
2778	CHEK1	ENSG00000149554	thyroid cancer						0.08165		
2779	CHEK1	ENSG00000149554	urothelial cancer								0.133
2780	APC	ENSG00000134982	breast cancer	4.0	6.0	1.0	0.0				0.04798
2781	APC	ENSG00000134982	carcinoid	0.0	3.0	1.0	0.0				
2782	APC	ENSG00000134982	cervical cancer	2.0	5.0	4.0	1.0				0.1189
2783	APC	ENSG00000134982	colorectal cancer	1.0	8.0	3.0	0.0		0.03719		
2784	APC	ENSG00000134982	endometrial cancer	0.0	7.0	4.0	1.0				0.114
2785	APC	ENSG00000134982	glioma	0.0	0.0	0.0	11.0		0.1095		
2786	APC	ENSG00000134982	head and neck cancer	0.0	3.0	1.0	0.0		0.007095		
2787	APC	ENSG00000134982	liver cancer	2.0	4.0	5.0	0.0				0.1625
2788	APC	ENSG00000134982	lung cancer	0.0	5.0	7.0	0.0		0.008103		
2789	APC	ENSG00000134982	lymphoma	0.0	0.0	2.0	10.0				
2790	APC	ENSG00000134982	melanoma	1.0	2.0	6.0	3.0				0.2353
2791	APC	ENSG00000134982	ovarian cancer	2.0	3.0	7.0	0.0				0.004845
2792	APC	ENSG00000134982	pancreatic cancer	6.0	4.0	2.0	0.0		0.1275		
2793	APC	ENSG00000134982	prostate cancer	6.0	3.0	2.0	0.0		0.04176		
2794	APC	ENSG00000134982	renal cancer	0.0	1.0	4.0	6.0		0.01023		
2795	APC	ENSG00000134982	skin cancer	0.0	8.0	4.0	0.0				
2796	APC	ENSG00000134982	stomach cancer	3.0	4.0	5.0	0.0				0.1073
2797	APC	ENSG00000134982	testis cancer	3.0	6.0	2.0	1.0		0.3353		
2798	APC	ENSG00000134982	thyroid cancer	0.0	3.0	1.0	0.0				0.02233
2799	APC	ENSG00000134982	urothelial cancer	5.0	5.0	1.0	0.0				0.1964
2800	CDKN1B	ENSG00000111276	breast cancer	0.0	0.0	7.0	4.0		0.05673		
2801	CDKN1B	ENSG00000111276	carcinoid	1.0	1.0	1.0	1.0				
2802	CDKN1B	ENSG00000111276	cervical cancer	0.0	1.0	3.0	8.0		0.09762		
2803	CDKN1B	ENSG00000111276	colorectal cancer	0.0	2.0	4.0	2.0	0.0005149			
2804	CDKN1B	ENSG00000111276	endometrial cancer	0.0	0.0	4.0	7.0				0.006899
2805	CDKN1B	ENSG00000111276	glioma	1.0	7.0	2.0	0.0		0.005842		
2806	CDKN1B	ENSG00000111276	head and neck cancer	0.0	2.0	0.0	1.0		0.01028		
2807	CDKN1B	ENSG00000111276	liver cancer	0.0	1.0	2.0	3.0			0.0003248	
2808	CDKN1B	ENSG00000111276	lung cancer	0.0	2.0	3.0	4.0		0.04042		
2809	CDKN1B	ENSG00000111276	lymphoma	0.0	0.0	2.0	10.0				
2810	CDKN1B	ENSG00000111276	melanoma	0.0	4.0	6.0	0.0				0.1107
2811	CDKN1B	ENSG00000111276	ovarian cancer	0.0	0.0	3.0	8.0				0.002855
2812	CDKN1B	ENSG00000111276	pancreatic cancer	0.0	0.0	2.0	6.0		0.009231		
2813	CDKN1B	ENSG00000111276	prostate cancer	0.0	2.0	6.0	2.0				0.2957
2814	CDKN1B	ENSG00000111276	renal cancer	0.0	0.0	1.0	11.0			0.0008389	
2815	CDKN1B	ENSG00000111276	skin cancer	0.0	0.0	1.0	10.0				
2816	CDKN1B	ENSG00000111276	stomach cancer	0.0	0.0	6.0	5.0		0.1232		
2817	CDKN1B	ENSG00000111276	testis cancer	0.0	0.0	1.0	10.0				0.08684
2818	CDKN1B	ENSG00000111276	thyroid cancer	0.0	2.0	1.0	0.0		0.2885		
2819	CDKN1B	ENSG00000111276	urothelial cancer	0.0	0.0	0.0	10.0		0.115		
2820	KDM5C	ENSG00000126012	breast cancer								0.1193
